id,provincia,lugares,distancia
14,Cuenca,Museum of the Metals,1.5 km
14,Cuenca,Chahuarchimbana House Museum,1.5 km
14,Cuenca,Cajas National Park,20 km
14,Cuenca,RiverTomebamba River,250 m
14,Cuenca,Mariscal Lamar International Airport,2.5 km
15,Cuenca,Parque Lineal Río Tarqui,300 m
15,Cuenca,Parque Bilbao,700 m
15,Cuenca,Parque Iberia,800 m
15,Cuenca,Museum of the Metals,950 m
15,Cuenca,Parque De La Compañia,950 m
15,Cuenca,Cancha de uso múltiple,1.1 km
15,Cuenca,El Playón,1.1 km
15,Cuenca,Valladolid,1.1 km
15,Cuenca,Virgen de Bronce,1.2 km
15,Cuenca,Parque La Plateria,1.3 km
15,Cuenca,RestaurantPizzeria Pomodoro,100 m
15,Cuenca,RestaurantMcDonald's,100 m
15,Cuenca,RestaurantMayflower,100 m
15,Cuenca,Popular Art Museum,2.3 km
15,Cuenca,Chahuarchimbana House Museum,2.4 km
15,Cuenca,Straw hat Museum,2.4 km
15,Cuenca,Museum of the Aboriginal Cultures,2.4 km
15,Cuenca,Pumapungo Museum,2.5 km
15,Cuenca,"Museum of ""Las Conceptas""",2.6 km
15,Cuenca,Museum of the Cañari Identity,2.7 km
15,Cuenca,Modern Art Museum,2.7 km
15,Cuenca,"Museum of skeletons ""Doctor Gabriel Moscoso""",2.9 km
15,Cuenca,San Blas square,3 km
15,Cuenca,RiverTomebamba River,2.3 km
15,Cuenca,Mariscal Lamar International Airport,4.7 km
16,Cuenca,Parque Puertas del Sol,600 m
16,Cuenca,Cancha Sintética,1.2 km
16,Cuenca,Parque San Pedro del Cebollar,1.2 km
16,Cuenca,Redondel Feria Libre,1.3 km
16,Cuenca,Parque Del Molinero,1.4 km
16,Cuenca,Parque Juan Stiehle,1.5 km
16,Cuenca,Parque Darwin,1.6 km
16,Cuenca,Parque del Dragón,1.6 km
16,Cuenca,Básquet y Fútbol,1.7 km
16,Cuenca,Parque El Ángel,1.8 km
16,Cuenca,RestaurantLa Pampa,100 m
16,Cuenca,RestaurantThe Vegetable Bar,400 m
16,Cuenca,RestaurantEl Faro,500 m
16,Cuenca,Modern Art Museum,2.8 km
16,Cuenca,Straw hat Museum,3.3 km
16,Cuenca,"Museum of skeletons ""Doctor Gabriel Moscoso""",3.6 km
16,Cuenca,Museum of the Cañari Identity,3.7 km
16,Cuenca,"Museum of ""Las Conceptas""",3.7 km
16,Cuenca,Popular Art Museum,3.8 km
16,Cuenca,Museum of the Metals,3.8 km
16,Cuenca,Museum of the Aboriginal Cultures,3.9 km
16,Cuenca,Pumapungo Museum,4.5 km
16,Cuenca,Chahuarchimbana House Museum,5 km
16,Cuenca,RiverTomebamba River,3.5 km
16,Cuenca,Mariscal Lamar International Airport,5 km
17,Cuenca,15 AREAS DEL INTERIOR DE LA CUENCA DEL RIO PAUTE,1.5 km
17,Cuenca,Cajas National Park,6 km
17,Cuenca,15 AREAS DEL INTERIOR DE LA CUENCA DEL RIO PAUTE,10 km
17,Cuenca,Quinta Filita,15 km
17,Cuenca,15 AREAS DEL INTERIOR DE LA CUENCA DEL RIO PAUTE,15 km
17,Cuenca,Cancha de juego,19 km
17,Cuenca,Parque Central,19 km
17,Cuenca,Parque San Pedro del Cebollar,19 km
17,Cuenca,Plaza de Baños,19 km
17,Cuenca,Plaza central de Checa,20 km
17,Cuenca,RestaurantLa Casa Vieja,2.7 km
17,Cuenca,RestaurantHermanos Prado,10 km
17,Cuenca,RestaurantCapilla Pamba,14 km
17,Cuenca,RiverTomebamba River,22 km
17,Cuenca,Mariscal Lamar International Airport,24 km
18,Cuenca,Parque de las Américas,100 m
18,Cuenca,Parque La Libertad,250 m
18,Cuenca,Parque Fray Jodoco Ricke,550 m
18,Cuenca,Plaza Del Arte,600 m
18,Cuenca,María Auxiliadora,600 m
18,Cuenca,Cristo Rey,700 m
18,Cuenca,Parque de San Sebastián,850 m
18,Cuenca,Plazoleta de Santo Domingo,850 m
18,Cuenca,Modern Art Museum,900 m
18,Cuenca,Canchas de la Floresta 2,900 m
18,Cuenca,RestaurantBamboo Grill,150 m
18,Cuenca,Cafe/barCafé cale,200 m
18,Cuenca,RestaurantViko al carbón,250 m
18,Cuenca,"Museum of skeletons ""Doctor Gabriel Moscoso""",1.3 km
18,Cuenca,Straw hat Museum,1.4 km
18,Cuenca,Museum of the Cañari Identity,1.5 km
18,Cuenca,"Museum of ""Las Conceptas""",1.6 km
18,Cuenca,San Blas square,1.7 km
18,Cuenca,Popular Art Museum,1.8 km
18,Cuenca,Museum of the Aboriginal Cultures,1.8 km
18,Cuenca,Pumapungo Museum,2.4 km
18,Cuenca,Museum of the Metals,2.8 km
18,Cuenca,Chahuarchimbana House Museum,3.2 km
18,Cuenca,RiverTomebamba River,1.6 km
18,Cuenca,Mariscal Lamar International Airport,2.7 km
19,Cuenca,Plazoleta de Santo Domingo,100 m
19,Cuenca,Abdon Calderón Park,250 m
19,Cuenca,"Museum of skeletons ""Doctor Gabriel Moscoso""",300 m
19,Cuenca,María Auxiliadora,350 m
19,Cuenca,Plazoleta Hermano Miguel,400 m
19,Cuenca,Plazoleta de la UNE,400 m
19,Cuenca,Museum of the Cañari Identity,500 m
19,Cuenca,Straw hat Museum,550 m
19,Cuenca,"Museum of ""Las Conceptas""",600 m
19,Cuenca,Modern Art Museum,600 m
19,Cuenca,RestaurantLa Fornace,20 m
19,Cuenca,RestaurantEucaliptos,20 m
19,Cuenca,Cafe/barLiron Liron Bar Restaurante,30 m
19,Cuenca,San Blas square,750 m
19,Cuenca,Popular Art Museum,800 m
19,Cuenca,Museum of the Aboriginal Cultures,850 m
19,Cuenca,Pumapungo Museum,1.5 km
19,Cuenca,Museum of the Metals,2.1 km
19,Cuenca,Chahuarchimbana House Museum,2.3 km
19,Cuenca,Cajas National Park,19 km
19,Cuenca,RiverTomebamba River,700 m
19,Cuenca,Mariscal Lamar International Airport,2.3 km
20,Cuenca,María Auxiliadora,150 m
20,Cuenca,Plazoleta de Santo Domingo,200 m
20,Cuenca,Abdon Calderón Park,500 m
20,Cuenca,Modern Art Museum,500 m
20,Cuenca,Parque de San Sebastián,600 m
20,Cuenca,"Museum of skeletons ""Doctor Gabriel Moscoso""",600 m
20,Cuenca,Plazoleta Hermano Miguel,650 m
20,Cuenca,Plazoleta de la UNE,700 m
20,Cuenca,Straw hat Museum,700 m
20,Cuenca,Parque de Los Arupos,750 m
20,Cuenca,RestaurantSabor Costeño,50 m
20,Cuenca,RestaurantCarnivoros,50 m
20,Cuenca,Restaurantchikiluki,50 m
20,Cuenca,Museum of the Cañari Identity,800 m
20,Cuenca,"Museum of ""Las Conceptas""",850 m
20,Cuenca,San Blas square,1.1 km
20,Cuenca,Popular Art Museum,1.1 km
20,Cuenca,Museum of the Aboriginal Cultures,1.2 km
20,Cuenca,Pumapungo Museum,1.7 km
20,Cuenca,Museum of the Metals,2.2 km
20,Cuenca,Chahuarchimbana House Museum,2.5 km
20,Cuenca,Cajas National Park,19 km
20,Cuenca,RiverTomebamba River,950 m
20,Cuenca,Mariscal Lamar International Airport,2.4 km
21,Cuenca,Orilla corazones,100 m
21,Cuenca,Parque de Los Arupos,200 m
21,Cuenca,Parque de Los Corazones,250 m
21,Cuenca,Parque de San Sebastián,350 m
21,Cuenca,Modern Art Museum,400 m
21,Cuenca,Parque Napo,550 m
21,Cuenca,Parque La fogata,550 m
21,Cuenca,Plaza Del Arte,700 m
21,Cuenca,Parque Angostura,750 m
21,Cuenca,La Gloria,750 m
21,Cuenca,RestaurantMolinos Del Batan,100 m
21,Cuenca,Cafe/barCafetería Imay,200 m
21,Cuenca,RestaurantOro mar marisquería,200 m
21,Cuenca,Straw hat Museum,850 m
21,Cuenca,"Museum of skeletons ""Doctor Gabriel Moscoso""",1.3 km
21,Cuenca,Museum of the Cañari Identity,1.3 km
21,Cuenca,"Museum of ""Las Conceptas""",1.4 km
21,Cuenca,Popular Art Museum,1.4 km
21,Cuenca,Museum of the Aboriginal Cultures,1.5 km
21,Cuenca,San Blas square,1.7 km
21,Cuenca,Museum of the Metals,1.9 km
21,Cuenca,Pumapungo Museum,2.1 km
21,Cuenca,Chahuarchimbana House Museum,2.8 km
21,Cuenca,RiverTomebamba River,1.2 km
21,Cuenca,Mariscal Lamar International Airport,3.4 km
22,Cuenca,"Museum of skeletons ""Doctor Gabriel Moscoso""",200 m
22,Cuenca,Abdon Calderón Park,200 m
22,Cuenca,Plazoleta de Santo Domingo,250 m
22,Cuenca,Plazoleta Hermano Miguel,300 m
22,Cuenca,Plazoleta de la UNE,350 m
22,Cuenca,Museum of the Cañari Identity,400 m
22,Cuenca,María Auxiliadora,450 m
22,Cuenca,"Museum of ""Las Conceptas""",500 m
22,Cuenca,Parque Victor J. Cuesta,550 m
22,Cuenca,Straw hat Museum,600 m
22,Cuenca,RestaurantGoda,10 m
22,Cuenca,RestaurantPicantes de Leo,50 m
22,Cuenca,RestaurantPavón Real,50 m
22,Cuenca,San Blas square,600 m
22,Cuenca,Modern Art Museum,750 m
22,Cuenca,Popular Art Museum,750 m
22,Cuenca,Museum of the Aboriginal Cultures,750 m
22,Cuenca,Pumapungo Museum,1.3 km
22,Cuenca,Museum of the Metals,2 km
22,Cuenca,Chahuarchimbana House Museum,2.1 km
22,Cuenca,Cajas National Park,20 km
22,Cuenca,RiverTomebamba River,650 m
22,Cuenca,Mariscal Lamar International Airport,2.2 km
23,Cuenca,Plazoleta de Santo Domingo,150 m
23,Cuenca,Abdon Calderón Park,250 m
23,Cuenca,Modern Art Museum,400 m
23,Cuenca,Straw hat Museum,450 m
23,Cuenca,María Auxiliadora,450 m
23,Cuenca,El Barranco,450 m
23,Cuenca,"Museum of skeletons ""Doctor Gabriel Moscoso""",500 m
23,Cuenca,Parque de San Sebastián,500 m
23,Cuenca,Plazoleta de la UNE,500 m
23,Cuenca,Museum of the Cañari Identity,600 m
23,Cuenca,RestaurantAkelarre,30 m
23,Cuenca,Cafe/barAkelarre Caffee y Restaurant,40 m
23,Cuenca,RestaurantRestaurant El Asador N: 2,100 m
23,Cuenca,"Museum of ""Las Conceptas""",650 m
23,Cuenca,Popular Art Museum,850 m
23,Cuenca,Museum of the Aboriginal Cultures,900 m
23,Cuenca,San Blas square,950 m
23,Cuenca,Pumapungo Museum,1.5 km
23,Cuenca,Museum of the Metals,1.9 km
23,Cuenca,Chahuarchimbana House Museum,2.3 km
23,Cuenca,Cajas National Park,19 km
23,Cuenca,RiverTomebamba River,650 m
23,Cuenca,Mariscal Lamar International Airport,2.6 km
24,Cuenca,Parque de La Madre,350 m
24,Cuenca,Parque Sagitario,400 m
24,Cuenca,Parque Las Candelas,500 m
24,Cuenca,Popular Art Museum,500 m
24,Cuenca,Plazoleta de la Merced,550 m
24,Cuenca,El Barranco,550 m
24,Cuenca,Plaza de la Música,550 m
24,Cuenca,Straw hat Museum,550 m
24,Cuenca,Museum of the Aboriginal Cultures,600 m
24,Cuenca,Parque Júpiter,600 m
24,Cuenca,RestaurantDomino's Pizza,50 m
24,Cuenca,RestaurantRomolo e Remo,150 m
24,Cuenca,RestaurantVrinda Vegetarian Restaurant,200 m
24,Cuenca,"Museum of ""Las Conceptas""",750 m
24,Cuenca,Museum of the Cañari Identity,800 m
24,Cuenca,Abdon Calderón Park,850 m
24,Cuenca,Museum of the Metals,900 m
24,Cuenca,"Museum of skeletons ""Doctor Gabriel Moscoso""","1,000 m"
24,Cuenca,Modern Art Museum,1.1 km
24,Cuenca,Pumapungo Museum,1.1 km
24,Cuenca,San Blas square,1.2 km
24,Cuenca,Chahuarchimbana House Museum,1.6 km
24,Cuenca,Cajas National Park,20 km
24,Cuenca,RiverTomebamba River,400 m
24,Cuenca,Mariscal Lamar International Airport,3 km
25,Cuenca,Straw hat Museum,250 m
25,Cuenca,El Barranco,300 m
25,Cuenca,Modern Art Museum,300 m
25,Cuenca,Abdon Calderón Park,350 m
25,Cuenca,Plazoleta de Santo Domingo,350 m
25,Cuenca,Parque de San Sebastián,450 m
25,Cuenca,Parque de Los Arupos,500 m
25,Cuenca,Plazoleta de la UNE,550 m
25,Cuenca,"Museum of skeletons ""Doctor Gabriel Moscoso""",600 m
25,Cuenca,Plazoleta de la Merced,600 m
25,Cuenca,Cafe/barCafe Aurora Calle,50 m
25,Cuenca,RestaurantSegundo hogar,100 m
25,Cuenca,RestaurantRestaurant El Asador N: 2,150 m
25,Cuenca,Museum of the Cañari Identity,600 m
25,Cuenca,"Museum of ""Las Conceptas""",650 m
25,Cuenca,Popular Art Museum,750 m
25,Cuenca,Museum of the Aboriginal Cultures,850 m
25,Cuenca,San Blas square,"1,000 m"
25,Cuenca,Pumapungo Museum,1.5 km
25,Cuenca,Museum of the Metals,1.7 km
25,Cuenca,Chahuarchimbana House Museum,2.3 km
25,Cuenca,Cajas National Park,19 km
25,Cuenca,RiverTomebamba River,550 m
25,Cuenca,Mariscal Lamar International Airport,2.7 km
26,Cuenca,Parque Del Molinero,300 m
26,Cuenca,Parque Darwin,600 m
26,Cuenca,Parque Puertas del Sol,650 m
26,Cuenca,Redondel Feria Libre,750 m
26,Cuenca,Parque La fogata,800 m
26,Cuenca,Parque Angostura,950 m
26,Cuenca,Parque El Ángel,1.1 km
26,Cuenca,Parque San Pedro del Cebollar,1.1 km
26,Cuenca,Parque Napo,1.1 km
26,Cuenca,Plaza Del Arte,1.2 km
26,Cuenca,RestaurantEl Lunch,100 m
26,Cuenca,RestaurantGood Affinitty,100 m
26,Cuenca,RestaurantPunto,200 m
26,Cuenca,Modern Art Museum,1.7 km
26,Cuenca,Straw hat Museum,2.2 km
26,Cuenca,"Museum of skeletons ""Doctor Gabriel Moscoso""",2.5 km
26,Cuenca,Museum of the Cañari Identity,2.6 km
26,Cuenca,"Museum of ""Las Conceptas""",2.7 km
26,Cuenca,Popular Art Museum,2.7 km
26,Cuenca,Museum of the Aboriginal Cultures,2.8 km
26,Cuenca,Museum of the Metals,3 km
26,Cuenca,Pumapungo Museum,3.5 km
26,Cuenca,Chahuarchimbana House Museum,4.1 km
26,Cuenca,RiverTomebamba River,2.5 km
26,Cuenca,Mariscal Lamar International Airport,4.3 km
27,Cuenca,Abdon Calderón Park,150 m
27,Cuenca,Plazoleta de Santo Domingo,250 m
27,Cuenca,Straw hat Museum,350 m
27,Cuenca,Plazoleta de la UNE,350 m
27,Cuenca,"Museum of skeletons ""Doctor Gabriel Moscoso""",400 m
27,Cuenca,El Barranco,400 m
27,Cuenca,Museum of the Cañari Identity,450 m
27,Cuenca,Modern Art Museum,450 m
27,Cuenca,Plazoleta de la Merced,500 m
27,Cuenca,María Auxiliadora,550 m
27,Cuenca,Cafe/barTRADITIONAL TAFFY “DAMADU” Las Herrerías.,10 m
27,Cuenca,Cafe/barWilly's cafe,10 m
27,Cuenca,Cafe/barCafetería y heladería,20 m
27,Cuenca,"Museum of ""Las Conceptas""",550 m
27,Cuenca,Popular Art Museum,700 m
27,Cuenca,Museum of the Aboriginal Cultures,750 m
27,Cuenca,San Blas square,800 m
27,Cuenca,Pumapungo Museum,1.4 km
27,Cuenca,Museum of the Metals,1.8 km
27,Cuenca,Chahuarchimbana House Museum,2.2 km
27,Cuenca,Cajas National Park,19 km
27,Cuenca,RiverTomebamba River,500 m
27,Cuenca,Mariscal Lamar International Airport,2.5 km
28,Cuenca,Parque Victor J. Cuesta,100 m
28,Cuenca,San Blas square,100 m
28,Cuenca,Mary Corilé,300 m
28,Cuenca,Museum of the Cañari Identity,300 m
28,Cuenca,Parque Carlos Cueva Tamariz,350 m
28,Cuenca,"Museum of ""Las Conceptas""",350 m
28,Cuenca,"Museum of skeletons ""Doctor Gabriel Moscoso""",350 m
28,Cuenca,Plazoleta de la UNE,400 m
28,Cuenca,Plazoleta Hermano Miguel,400 m
28,Cuenca,Plaza Antiguo Iess,450 m
28,Cuenca,RestaurantTortillas de choclo,50 m
28,Cuenca,Cafe/barRoscas,100 m
28,Cuenca,RestaurantChifa,100 m
28,Cuenca,Museum of the Aboriginal Cultures,500 m
28,Cuenca,Popular Art Museum,550 m
28,Cuenca,Abdon Calderón Park,600 m
28,Cuenca,Straw hat Museum,800 m
28,Cuenca,Pumapungo Museum,800 m
28,Cuenca,Modern Art Museum,1.2 km
28,Cuenca,Chahuarchimbana House Museum,1.7 km
28,Cuenca,Museum of the Metals,2 km
28,Cuenca,Cajas National Park,20 km
28,Cuenca,RiverTomebamba River,700 m
28,Cuenca,Mariscal Lamar International Airport,2 km
29,Cuenca,Modern Art Museum,100 m
29,Cuenca,Parque de San Sebastián,200 m
29,Cuenca,Parque de Los Arupos,300 m
29,Cuenca,Orilla corazones,400 m
29,Cuenca,Plazoleta de Santo Domingo,400 m
29,Cuenca,Parque de Los Corazones,550 m
29,Cuenca,María Auxiliadora,550 m
29,Cuenca,El Barranco,600 m
29,Cuenca,Abdon Calderón Park,600 m
29,Cuenca,Straw hat Museum,600 m
29,Cuenca,Cafe/barCASAMIGOS CAFE,10 m
29,Cuenca,RestaurantRestaurant Thai Spicy,30 m
29,Cuenca,RestaurantMangiare Bene,50 m
29,Cuenca,"Museum of skeletons ""Doctor Gabriel Moscoso""",800 m
29,Cuenca,Museum of the Cañari Identity,900 m
29,Cuenca,"Museum of ""Las Conceptas""",950 m
29,Cuenca,Popular Art Museum,1.2 km
29,Cuenca,Museum of the Aboriginal Cultures,1.2 km
29,Cuenca,San Blas square,1.3 km
29,Cuenca,Pumapungo Museum,1.8 km
29,Cuenca,Museum of the Metals,2 km
29,Cuenca,Chahuarchimbana House Museum,2.6 km
29,Cuenca,Cajas National Park,19 km
29,Cuenca,RiverTomebamba River,850 m
29,Cuenca,Mariscal Lamar International Airport,2.8 km
30,Cuenca,"Museum of skeletons ""Doctor Gabriel Moscoso""",100 m
30,Cuenca,Abdon Calderón Park,200 m
30,Cuenca,Plazoleta de la UNE,250 m
30,Cuenca,Plazoleta Hermano Miguel,250 m
30,Cuenca,Museum of the Cañari Identity,300 m
30,Cuenca,Plazoleta de Santo Domingo,350 m
30,Cuenca,"Museum of ""Las Conceptas""",400 m
30,Cuenca,Parque Victor J. Cuesta,450 m
30,Cuenca,San Blas square,500 m
30,Cuenca,Plazoleta de la Merced,500 m
30,Cuenca,Cafe/barLa Baraca,40 m
30,Cuenca,RestaurantRincón Mar y Tierra,100 m
30,Cuenca,Cafe/barMoshi Moshi,100 m
30,Cuenca,Straw hat Museum,550 m
30,Cuenca,Popular Art Museum,650 m
30,Cuenca,Museum of the Aboriginal Cultures,650 m
30,Cuenca,Modern Art Museum,800 m
30,Cuenca,Pumapungo Museum,1.2 km
30,Cuenca,Museum of the Metals,2 km
30,Cuenca,Chahuarchimbana House Museum,2 km
30,Cuenca,Cajas National Park,20 km
30,Cuenca,RiverTomebamba River,600 m
30,Cuenca,Mariscal Lamar International Airport,2.2 km
31,Cuenca,Plazoleta Hermano Miguel,50 m
31,Cuenca,"Museum of skeletons ""Doctor Gabriel Moscoso""",250 m
31,Cuenca,Abdon Calderón Park,450 m
31,Cuenca,Plazoleta de la UNE,450 m
31,Cuenca,Museum of the Cañari Identity,450 m
31,Cuenca,Plazoleta de Santo Domingo,450 m
31,Cuenca,San Blas square,500 m
31,Cuenca,Parque Victor J. Cuesta,500 m
31,Cuenca,"Museum of ""Las Conceptas""",550 m
31,Cuenca,María Auxiliadora,550 m
31,Cuenca,RestaurantLas Colonias,50 m
31,Cuenca,RestaurantDöner Janos,50 m
31,Cuenca,Cafe/barel cafecito,100 m
31,Cuenca,Straw hat Museum,800 m
31,Cuenca,Museum of the Aboriginal Cultures,800 m
31,Cuenca,Popular Art Museum,800 m
31,Cuenca,Modern Art Museum,950 m
31,Cuenca,Pumapungo Museum,1.3 km
31,Cuenca,Chahuarchimbana House Museum,2.1 km
31,Cuenca,Museum of the Metals,2.2 km
31,Cuenca,Cajas National Park,20 km
31,Cuenca,RiverTomebamba River,800 m
31,Cuenca,Mariscal Lamar International Airport,2 km
32,Cuenca,Museum of the Aboriginal Cultures,40 m
32,Cuenca,Popular Art Museum,50 m
32,Cuenca,Plazoleta de la Merced,200 m
32,Cuenca,"Museum of ""Las Conceptas""",250 m
32,Cuenca,Parque de La Madre,250 m
32,Cuenca,Plaza de la Música,250 m
32,Cuenca,Museum of the Cañari Identity,350 m
32,Cuenca,Parque Carlos Cueva Tamariz,350 m
32,Cuenca,Parque Luis Cordero,350 m
32,Cuenca,Plazoleta de la UNE,400 m
32,Cuenca,Cafe/barOrigami sushi bar,10 m
32,Cuenca,RestaurantPuro Mote,10 m
32,Cuenca,Cafe/barVieja diablos,10 m
32,Cuenca,Straw hat Museum,550 m
32,Cuenca,"Museum of skeletons ""Doctor Gabriel Moscoso""",550 m
32,Cuenca,San Blas square,600 m
32,Cuenca,Abdon Calderón Park,600 m
32,Cuenca,Pumapungo Museum,650 m
32,Cuenca,Modern Art Museum,1.2 km
32,Cuenca,Museum of the Metals,1.5 km
32,Cuenca,Chahuarchimbana House Museum,1.5 km
32,Cuenca,Cajas National Park,20 km
32,Cuenca,RiverTomebamba River,300 m
32,Cuenca,Mariscal Lamar International Airport,2.5 km
33,Cuenca,Abdon Calderón Park,100 m
33,Cuenca,Plazoleta de la UNE,200 m
33,Cuenca,Straw hat Museum,250 m
33,Cuenca,"Museum of skeletons ""Doctor Gabriel Moscoso""",300 m
33,Cuenca,Museum of the Cañari Identity,300 m
33,Cuenca,Plazoleta de la Merced,350 m
33,Cuenca,El Barranco,350 m
33,Cuenca,"Museum of ""Las Conceptas""",350 m
33,Cuenca,Plazoleta de Santo Domingo,400 m
33,Cuenca,Popular Art Museum,550 m
33,Cuenca,RestaurantHot dog,10 m
33,Cuenca,RestaurantHot coffee,30 m
33,Cuenca,Cafe/barVinilo,30 m
33,Cuenca,Museum of the Aboriginal Cultures,550 m
33,Cuenca,Modern Art Museum,600 m
33,Cuenca,San Blas square,700 m
33,Cuenca,Pumapungo Museum,1.2 km
33,Cuenca,Museum of the Metals,1.7 km
33,Cuenca,Chahuarchimbana House Museum,2 km
33,Cuenca,Cajas National Park,19 km
33,Cuenca,RiverTomebamba River,350 m
33,Cuenca,Mariscal Lamar International Airport,2.5 km
34,Cuenca,Plazoleta de Santo Domingo,150 m
34,Cuenca,Abdon Calderón Park,300 m
34,Cuenca,Modern Art Museum,400 m
34,Cuenca,María Auxiliadora,450 m
34,Cuenca,Straw hat Museum,450 m
34,Cuenca,El Barranco,500 m
34,Cuenca,"Museum of skeletons ""Doctor Gabriel Moscoso""",500 m
34,Cuenca,Parque de San Sebastián,500 m
34,Cuenca,Plazoleta de la UNE,500 m
34,Cuenca,Museum of the Cañari Identity,600 m
34,Cuenca,RestaurantAkelarre,50 m
34,Cuenca,Cafe/barAkelarre Caffee y Restaurant,50 m
34,Cuenca,Cafe/barMocachino,100 m
34,Cuenca,"Museum of ""Las Conceptas""",700 m
34,Cuenca,Popular Art Museum,850 m
34,Cuenca,Museum of the Aboriginal Cultures,900 m
34,Cuenca,San Blas square,950 m
34,Cuenca,Pumapungo Museum,1.6 km
34,Cuenca,Museum of the Metals,1.9 km
34,Cuenca,Chahuarchimbana House Museum,2.3 km
34,Cuenca,Cajas National Park,19 km
34,Cuenca,RiverTomebamba River,650 m
34,Cuenca,Mariscal Lamar International Airport,2.6 km
35,Cuenca,Modern Art Museum,250 m
35,Cuenca,Plazoleta de Santo Domingo,350 m
35,Cuenca,Parque de San Sebastián,350 m
35,Cuenca,El Barranco,400 m
35,Cuenca,Straw hat Museum,400 m
35,Cuenca,Abdon Calderón Park,400 m
35,Cuenca,Parque de Los Arupos,450 m
35,Cuenca,Orilla corazones,550 m
35,Cuenca,María Auxiliadora,550 m
35,Cuenca,Plazoleta de la UNE,600 m
35,Cuenca,RestaurantJack,100 m
35,Cuenca,RestaurantOromar,100 m
35,Cuenca,Cafe/barMozart,150 m
35,Cuenca,"Museum of skeletons ""Doctor Gabriel Moscoso""",650 m
35,Cuenca,Museum of the Cañari Identity,700 m
35,Cuenca,"Museum of ""Las Conceptas""",750 m
35,Cuenca,Popular Art Museum,900 m
35,Cuenca,Museum of the Aboriginal Cultures,950 m
35,Cuenca,San Blas square,1.1 km
35,Cuenca,Pumapungo Museum,1.6 km
35,Cuenca,Museum of the Metals,1.8 km
35,Cuenca,Chahuarchimbana House Museum,2.4 km
35,Cuenca,Cajas National Park,19 km
35,Cuenca,RiverTomebamba River,650 m
35,Cuenca,Mariscal Lamar International Airport,2.7 km
36,Cuenca,Plazoleta Hermano Miguel,100 m
36,Cuenca,"Museum of skeletons ""Doctor Gabriel Moscoso""",350 m
36,Cuenca,San Blas square,350 m
36,Cuenca,Parque Victor J. Cuesta,450 m
36,Cuenca,Museum of the Cañari Identity,500 m
36,Cuenca,Plazoleta de la UNE,500 m
36,Cuenca,"Museum of ""Las Conceptas""",550 m
36,Cuenca,Abdon Calderón Park,550 m
36,Cuenca,Mary Corilé,600 m
36,Cuenca,Plaza Antiguo Iess,600 m
36,Cuenca,RestaurantEl Gordito,100 m
36,Cuenca,RestaurantParaíso,100 m
36,Cuenca,Cafe/barel cafecito,150 m
36,Cuenca,Museum of the Aboriginal Cultures,800 m
36,Cuenca,Popular Art Museum,850 m
36,Cuenca,Straw hat Museum,900 m
36,Cuenca,Modern Art Museum,1.2 km
36,Cuenca,Pumapungo Museum,1.2 km
36,Cuenca,Chahuarchimbana House Museum,2 km
36,Cuenca,Museum of the Metals,2.2 km
36,Cuenca,Cajas National Park,20 km
36,Cuenca,RiverTomebamba River,900 m
36,Cuenca,Mariscal Lamar International Airport,1.8 km
37,Cuenca,Parque Júpiter,200 m
37,Cuenca,Plaza de la Música,350 m
37,Cuenca,Parque de La Madre,450 m
37,Cuenca,Parque ECU 911,450 m
37,Cuenca,Parque Sagitario,450 m
37,Cuenca,Parque Santa Anita,500 m
37,Cuenca,Cancha Parque Santa Anita,500 m
37,Cuenca,Popular Art Museum,600 m
37,Cuenca,Museum of the Aboriginal Cultures,600 m
37,Cuenca,Pumapungo Museum,600 m
37,Cuenca,RestaurantViandas Mami July,50 m
37,Cuenca,Cafe/barGarden Bar,50 m
37,Cuenca,RestaurantEl Manantial,100 m
37,Cuenca,"Museum of ""Las Conceptas""",850 m
37,Cuenca,Museum of the Cañari Identity,950 m
37,Cuenca,Museum of the Metals,"1,000 m"
37,Cuenca,Chahuarchimbana House Museum,"1,000 m"
37,Cuenca,Straw hat Museum,1.1 km
37,Cuenca,San Blas square,1.1 km
37,Cuenca,"Museum of skeletons ""Doctor Gabriel Moscoso""",1.2 km
37,Cuenca,Abdon Calderón Park,1.2 km
37,Cuenca,Modern Art Museum,1.6 km
37,Cuenca,RiverTomebamba River,750 m
37,Cuenca,Mariscal Lamar International Airport,2.9 km
38,Cuenca,Plazoleta de Santo Domingo,40 m
38,Cuenca,Abdon Calderón Park,300 m
38,Cuenca,María Auxiliadora,300 m
38,Cuenca,"Museum of skeletons ""Doctor Gabriel Moscoso""",450 m
38,Cuenca,Modern Art Museum,450 m
38,Cuenca,Plazoleta de la UNE,500 m
38,Cuenca,Straw hat Museum,550 m
38,Cuenca,Parque de San Sebastián,550 m
38,Cuenca,Plazoleta Hermano Miguel,550 m
38,Cuenca,El Barranco,600 m
38,Cuenca,RestaurantChicago Pizza,10 m
38,Cuenca,RestaurantEl Pedregal Azteca,10 m
38,Cuenca,RestaurantQ' Buen Morocho con empanadas al horno,30 m
38,Cuenca,Museum of the Cañari Identity,600 m
38,Cuenca,"Museum of ""Las Conceptas""",700 m
38,Cuenca,San Blas square,900 m
38,Cuenca,Popular Art Museum,900 m
38,Cuenca,Museum of the Aboriginal Cultures,950 m
38,Cuenca,Pumapungo Museum,1.6 km
38,Cuenca,Museum of the Metals,2.1 km
